Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GDP per capita (current US$),NY.GDP.PCAP.CD,Australia,AUS,18211.2745901556,21679.2478424147,62517.8337471503,68012.1479005934,68150.1070413215,62510.7911705641,56755.7217124249,49971.131456129,54066.4712686117,57395.9194663167,54907.1019101424,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Austria,AUT,21680.9896863626,24564.4582948404,51374.9584066934,48567.69528642,50716.7087062864,51717.4959405515,44178.0473777432,45237.8050921543,47549.0790402349,51525.0464342791,50277.2750874213,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Azerbaijan,AZE,1237.324491677,655.097432602586,7189.69122920765,7496.29464768263,7875.75695254288,7891.31314749986,5500.31038244408,3880.73873089556,4147.08971569171,4739.84171028393,4793.58701966989,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Bahamas, The",BHS,12356.4238963715,27097.6108115725,28006.3797183913,29485.6209294138,28768.0298936727,29445.030528852,31405.9635601781,31588.8349989813,31827.2426989661,32217.871590084,32933.4860147581,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Bahrain,BHR,8528.98333446095,13636.3962320368,22514.2379458146,23654.3513912828,24744.296958551,24989.4001204704,22688.9443998144,22619.1166718849,23709.430467983,23991.05667694,23503.977126673,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Bangladesh,BGD,306.268703808998,418.068968311378,861.758444349051,883.105000541313,981.839879150399,1118.8536634927,1248.45339778371,1401.62046644588,1563.91385693051,1698.35039428122,1855.73982408046,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Barbados,BRB,7711.2067988566,11268.2540559453,16458.3532105715,16249.5593937258,16451.1635759912,16489.0722373387,16525.0732500596,16900.166552366,17391.4258663397,17745.1934649963,18148.2449264001,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Belarus,BLR,2124.84051428011,1276.2880341,6519.23019498892,6940.15925359735,7978.87261471076,8318.51268992675,5949.10630699748,5022.62664330491,5761.74712023007,6330.0752464187,6663.29529282582,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Belgium,BEL,20600.3752547608,23041.5347290428,47348.5250202016,44673.1158755901,46744.6625441516,47700.5403601178,40991.8081381432,41998.335750239,44288.5080403124,47491.3232594693,46116.69923368,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Belize,BLZ,2197.18502331181,3364.33293572974,4423.48979672175,4505.62130177515,4568.50295763852,4705.60268956266,4775.95564827821,4818.40390879479,4887.5772083381,4884.7341615523,4815.1637107951,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Benin,BEN,393.686214423531,511.40022696311,1130.27313181143,1145.14081099947,1251.21051783537,1291.40980818577,1076.79771601166,1087.28783152256,1136.59284704681,1240.82946441954,1219.43267185875,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Bermuda,BMU,26841.5197383946,56284.1686478094,85973.158416455,85458.455507886,85748.0654143782,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Bhutan,BTN,564.77960950252,718.187830716068,2563.2575266012,2538.94590031276,2472.71430857435,2652.21458893197,2752.66420790266,2930.56298891838,3286.57470287488,3243.23112593497,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Bolivia,BOL,709.05967248876,997.582459886835,2346.33717022581,2609.88081915425,2908.20008548078,3081.87883446506,3035.97221489277,3076.6589493424,3351.12403975607,3548.59015254032,3552.0687621416,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Bosnia and Herzegovina,BIH,..,1467.77647716048,5092.55194328895,4778.63608845506,5131.39450642932,5329.63504488766,4727.27754622207,4994.68314045091,5394.59122017677,6072.18099160639,6073.26520283208,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Botswana,BWA,2945.83203953801,3522.30867806396,7617.32509421648,7070.37655030163,7224.96517150786,7780.63838460394,6799.87523352768,7243.85299726842,7893.21010771116,8279.60136473398,7961.33814014048,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Brazil,BRA,3100.28046842987,3749.75324996168,13245.6124995448,12370.0242007149,12300.3248822758,12112.5882059697,8814.00098681261,8710.09668954121,9925.38623770041,9001.23424863499,8717.18627810819,..
GDP per capita (current US$),NY.GDP.PCAP.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Brunei Darussalam,BRN,13607.5220957631,18012.5562597047,47055.8411171808,47740.5149015856,44740.085018517,41726.7839720342,31164.5620291141,27157.8234104784,28572.1467776509,31628.3287914349,31086.7510792939,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Bulgaria,BGR,2366.52982128614,1621.24296080247,7806.34865242499,7393.1891769154,7651.8178806676,7874.26090425646,7053.60370638709,7545.79033249799,8331.0580246026,9423.5586115666,9737.60135083347,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Burkina Faso,BFA,351.979322852536,254.71752910271,751.172957247699,758.000701423857,787.47017629755,792.846778432074,653.32697954543,687.670174974205,738.274158940081,820.160793810547,774.8396902346,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Burundi,BDI,208.146755438253,136.46397080034,249.577979366801,252.358979858344,256.976002796754,274.857947913846,305.549772797441,282.193130404814,292.997630684415,271.752044376648,261.247472515742,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cabo Verde,CPV,908.0961895607,1259.32365602588,3740.38909850629,3447.5240412173,3615.97904131099,3588.6740539538,3043.01398430098,3130.96338461412,3292.6457550859,3617.32748829173,3603.7817936777,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cambodia,KHM,..,302.577163565133,882.275492640073,950.880345993697,1013.4204006154,1093.49619050796,1162.90491997151,1269.59125737542,1385.2599796333,1512.12670972847,1643.12138876475,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cameroon,CMR,946.646413060374,649.991845405048,1405.09439231907,1354.54561274707,1465.63884316769,1542.62026621531,1327.50301711492,1364.33011041997,1425.10781805334,1534.49127445052,1497.90917560296,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Canada,CAN,21448.3619600057,24190.2496150045,52087.446383568,52678.3901234772,52652.5936828278,50893.4467137547,43585.5119817751,42322.4847803038,45148.5527061655,46313.1713712961,46194.7252255167,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cayman Islands,CYM,..,..,72328.411640906,72783.320437604,73515.8953177856,74990.4332223775,76280.4862528245,78296.0999272332,81124.5134794821,85477.2870130687,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Central African Republic,CAF,513.305284957779,251.206877406698,551.750096552583,565.800696971217,380.298167643018,424.448751343631,377.423001679447,402.191290596004,450.900244979058,475.953609871945,467.907440636335,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Chad,TCD,291.553259539311,165.762986567833,984.735891490329,967.352797482929,979.812409638156,1020.28820350586,776.019532308037,693.449386475774,665.94835269506,726.149881109447,709.540310138533,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Channel Islands,CHI,..,43381.6578397785,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Chile,CHL,2494.52566886254,5074.90162375009,14637.2402355403,15351.5513257697,15842.9408052125,14670.996760602,13574.171830724,13753.5944374598,14999.3700885512,15924.7942393064,14896.4538665789,..
GDP per capita (current US$),NY.GDP.PCAP.CD,China,CHN,317.884673040928,959.372483639691,5618.13249134962,6316.91886335683,7050.64591988963,7678.599431661,8066.94242356745,8147.9381477822,8879.43814888506,9976.67682180773,10261.6791283744,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Colombia,COL,1445.32836826111,2520.48089795902,7335.11050963648,8050.05841420756,8218.03399561565,8114.08406910545,6175.87613151279,5871.2235753589,6377.85136303665,6718.58532391314,6432.38758339551,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Comoros,COM,1043.8008030813,645.818690802056,1447.96358713476,1403.34861983706,1505.34947313614,1513.8303792438,1242.6031895579,1273.05895265459,1323.81158996501,1415.95531263535,1393.52237156461,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Congo, Dem. Rep.",COD,270.13054337708,405.21625299166,387.082465361488,424.600386118518,457.96372825635,486.787081921552,497.316960805476,471.318840409572,467.07423746489,557.064418324276,545.216212311342,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Congo, Rep.",COG,1187.55128407722,1029.57703685039,3286.69453468035,3032.49388349185,3047.93077321007,2996.91802578845,1762.03201773797,1815.29584294039,1767.89452055028,2223.85447919587,2011.07239887663,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Costa Rica,CRI,1831.00191180894,3772.87001153149,9121.93251763187,9913.20995852366,10490.0813312933,10547.1518593556,11299.1355423011,11666.4559107759,11814.6265687665,12112.1344206452,12238.3749643984,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cote d'Ivoire,CIV,905.321715851216,651.305906791064,1208.58302649782,1243.2734867584,1415.87175770634,1561.46365461434,1972.54610769746,2013.38246179891,2111.02707557541,2302.61295091153,2286.162776855,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Croatia,HRV,..,4849.53422325482,14566.6384689953,13238.1019332831,13642.1936643621,13600.194390748,11782.8990799829,12360.4838164919,13412.3382902297,14920.1913831924,14853.2398374635,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cuba,CUB,2703.16803909913,2747.09857519438,6139.71932965905,6497.32111313561,6837.71289192677,7133.34209494342,7694.0119195241,8060.79588647979,8541.2106734664,8821.81889125004,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Curacao,CUW,..,..,20146.3864122001,20587.397358013,20462.7179539813,20258.0096948833,19951.3279030441,19555.3658492891,19457.5315232205,19573.892645136,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cyprus,CYP,9641.57527301293,14388.3480609917,32396.3857437121,28912.1569390403,27729.1926990735,27129.6261211298,23333.7149112129,24532.5190588269,26338.6943443136,28689.7067225792,27858.3709958327,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Czech Republic,CZE,3917.15984010204,6011.61522035701,21717.4579392202,19729.8705111763,19916.0193873722,19744.5586092159,17715.6168523009,18463.3865756564,20379.8960396417,23046.9491261402,23101.7777049854,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Denmark,DNK,26891.4464489571,30743.5476816354,61753.647131977,58507.5080517852,61191.1937042028,62548.9847332908,53254.8560039631,54663.9983719195,57141.0598350414,61390.6930097009,59822.0929608968,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Djibouti,DJI,766.1409545474,768.17607674712,1451.54297984389,1559.24065068226,2312.72880330353,2464.32784119361,2658.97875260181,2802.19705115707,2914.38385631251,3141.88921873893,3408.84625440838,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Dominica,DMA,2860.4315596643,4787.78017069474,7065.06184677542,6848.3942266793,7016.67647144723,7318.10378289945,7596.43506226258,8080.96862341186,7274.72133332918,7691.34509727878,8300.37507427213,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Dominican Republic,DOM,991.614424124905,2869.10586072527,5913.43207224236,6110.36965247193,6238.13360822241,6608.82810187508,6921.5172283795,7280.88010922762,7609.33879943715,8050.63044027449,8282.1162218645,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Ecuador,ECU,1489.52950926574,1445.27932442901,5200.55579014874,5682.04500655353,6056.3308269681,6377.09153014217,6124.49164262072,6060.09332904415,6213.50127649921,6295.93539868079,6183.82382482173,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Egypt, Arab Rep.",EGY,765.642046377923,1450.47624243298,2791.95496186249,3232.64889178794,3264.37878715277,3378.83135785555,3598.9709482021,3525.02016450058,2440.51017311107,2549.13225178609,3020.03134971543,..
GDP per capita (current US$),NY.GDP.PCAP.CD,El Salvador,SLV,914.130927454167,2001.53800924467,3266.04587535311,3428.38473639383,3509.53149262616,3589.04219262897,3705.57794598177,3805.99366628473,3910.25719295906,4067.65944881154,4187.2500311069,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Equatorial Guinea,GNQ,267.468072913182,1725.55473767524,21641.8705192127,21711.1532298542,20390.7193153023,19394.0299929972,11283.46560612,9250.33195308226,9667.91225173046,10144.1958108456,8131.92388810912,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Eritrea,ERI,..,308.13378356477,642.507659063694,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Estonia,EST,..,4075.97063851071,17621.5474392795,17534.4215441923,19174.100729108,20367.1026566799,17522.230186252,18237.2958432683,20388.2095530338,23258.4675814303,23659.8722900339,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Eswatini,SWZ,1355.39394489604,1728.70533953017,4496.60037883323,4527.66898764161,4230.3440556779,4038.55722839918,3689.51870561216,3447.695698505,3953.08896824132,4145.97411002514,3837.02699384472,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Ethiopia,ETH,254.243256893683,124.460800271762,354.479575841347,467.077927241718,499.531572059907,566.926466461984,640.541891313682,717.124592933285,768.522307579386,771.523813864476,857.501351042922,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Faroe Islands,FRO,..,22653.3160466352,52083.8891448364,49459.7172338372,54853.6255967876,59440.0307606004,52404.6593331379,55822.9147203438,58622.840815806,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Fiji,FJI,1835.12809591767,2076.56878431649,4371.45751012411,4591.55578402956,4840.69371615802,5605.57033080847,5390.74523711745,5651.31806630066,6101.03084255946,6266.96795881419,6220.04642089247,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Finland,FIN,28364.6450765922,24285.4668205162,51081.9976703127,47710.7902169415,49878.0432444536,50260.2998588958,42784.6983616432,43784.2839622098,46316.7454588326,50021.2910567702,48685.8539866945,..
GDP per capita (current US$),NY.GDP.PCAP.CD,France,FRA,21793.8426479832,22364.0293943406,43790.7320482019,40874.7035053457,42592.9340943342,43011.2631028417,36638.184929157,37037.3741861219,38812.1610341682,41631.0907389044,40493.9285720456,..
GDP per capita (current US$),NY.GDP.PCAP.CD,French Polynesia,PYF,15913.5904795552,14323.820820245,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Gabon,GAB,6268.95101975453,4125.71666351713,10809.6464505909,9813.4777028244,9683.57629028674,9663.42923977641,7384.71587003183,6984.45101873395,7230.39639268426,7956.62781558686,7667.36686126914,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Gambia, The",GMB,331.818434756804,594.151642988667,762.761054131159,742.781137796627,700.514971960668,607.428404115004,649.510829417793,683.997653898689,676.655924552125,712.512371079256,751.294688388742,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Georgia,GEO,1614.6401223992,749.908523611591,4021.74330617286,4421.81824228013,4623.74572473419,4739.18833846421,4014.18594419329,4062.16988757379,4357.00093554628,4722.78778321766,4769.18654326351,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Germany,DEU,22303.9613327585,23635.9292203977,46644.776027968,43858.3630551076,46285.7640688407,47959.9932737599,41139.5445685533,42098.9204453545,44349.5896552757,47639.0034407122,46258.8782897052,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Ghana,GHA,398.637000137952,258.47095948786,1549.46290192946,1587.56123719997,2345.39290574885,1971.03334675411,1743.8509964087,1931.38947036943,2025.93242386751,2202.31216442504,2202.11556738065,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Greece,GRC,9600.18512965969,12042.9537310995,25916.2935289351,22242.681934771,21874.8195041667,21760.9797994918,18167.7737169162,18116.4596223336,18930.2185856433,20324.3050137875,19582.5360108329,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Greenland,GRL,18326.8051234609,19004.1072910304,47186.9814680048,45936.7659516989,47535.5899453685,50484.9275739023,44536.4013080999,48181.874188064,50321.3687543442,54470.9563864255,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Grenada,GRD,2886.90829497216,5057.17396526767,7291.05889664338,7444.5047675973,7789.77638079977,8369.88675513221,9096.87064595412,9628.34748662013,10152.8328118872,10485.9071571796,10965.5131592044,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Guam,GUM,..,..,30859.4043533803,32494.5623640591,33265.3811866066,34394.0974809957,35278.9259389693,35562.8379083283,35615.8046274371,35712.5621350321,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Guatemala,GTM,845.306962105181,1664.29895827045,3281.66750176033,3408.78491640236,3522.77369775434,3779.64232768084,3994.63691288475,4173.30166619474,4451.45098990197,4472.89236269013,4619.98709708493,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea,GIN,419.788629838451,363.482478999068,651.135363533047,717.050737885584,769.003943268326,787.23807021997,769.256013746016,732.96657072192,856.565269750468,983.309492239346,1064.13123736656,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea-Bissau,GNB,250.150467936055,308.144119293709,702.742880436386,616.411686249548,634.48244599306,622.481716725217,603.158512942404,661.007654906181,736.725566231783,777.969921786711,697.784402885715,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Guyana,GUY,533.536205388525,954.404152491261,3425.43644063562,3788.14674878178,3934.86526171904,4031.60066245674,4166.12851559884,4542.62206666493,4586.05457171312,4979.00218839886,5468.35662903592,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Haiti,HTI,439.944062994775,467.147558753214,744.217426799623,769.749380959249,815.820015229786,831.873948899917,815.728284410317,735.301770321704,765.727294324274,868.342024762787,754.58791774842,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Honduras,HND,993.483052704469,1080.46212866245,2088.31530028695,2144.3426111782,2102.59316626494,2206.05193412773,2302.20137936204,2342.58465119568,2453.72789597457,2505.7767518956,2574.91219067443,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Hong Kong SAR, China",HKG,13485.5448929565,25756.6637783278,35142.4879344543,36730.8767001128,38403.7777145477,40315.2855640552,42431.8882817277,43731.1068245299,46165.8565115953,48542.887332961,48755.8350791287,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Hungary,HUN,..,4624.28165670295,14150.9667263678,12918.2475205388,13687.246101281,14246.109801447,12651.5683423004,12992.375667515,14457.608763614,16150.7727613725,16475.7418389402,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Iceland,ISL,25423.0720058482,32018.0636814331,47516.8746858993,45910.0205549899,49522.2365873909,54241.9346550193,52564.4291863302,61466.8039666276,71310.9392535086,72968.7042306678,66944.8255080349,..
GDP per capita (current US$),NY.GDP.PCAP.CD,India,IND,367.556609311203,443.31419339174,1458.10352686177,1443.87952939042,1449.6059123387,1573.88149211052,1605.60543355488,1732.56426178428,1981.6510498992,2005.86300452403,2104.14590003333,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Indonesia,IDN,585.076549951004,780.190200986579,3643.04393616102,3694.34894603237,3623.91158235134,3491.62479085767,3331.69512758628,3562.84575641971,3837.65173121117,3893.84642475571,4135.56926281554,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Iran, Islamic Rep.",IRN,2214.32749205514,1670.00946997849,7781.40611374433,7927.84690171722,6018.32447332471,5585.52675758303,4904.32687747976,5253.42484259991,5520.31078932382,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Iraq,IRQ,10326.9216621259,..,6045.49555071698,6836.0273134631,7076.55460775667,6818.8046210291,4989.80307473071,4776.72649939331,5205.28825481998,5834.16621076139,5955.10901036816,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Ireland,IRL,14048.1062048571,26241.3646146973,51848.9097301621,48917.8975571766,51590.1884453629,55492.982676213,61995.4227789928,63197.0823744196,69822.3471789095,78621.2279552716,78660.9564629603,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Isle of Man,IMN,..,20322.9461485526,77351.9588821432,76104.681367227,80431.6727965138,88974.2286497928,81606.2800333934,79155.541672096,80989.1722114502,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Israel,ISR,12663.3636535479,21043.5749322433,33669.2464692884,32511.2378524925,36309.4688256886,37678.8897743182,35776.7951710172,37321.6240366845,40541.8620907084,41719.7254417057,43641.3977358108,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Italy,ITA,20825.7842085848,20087.5919858794,38599.0622070322,35053.5262442572,35549.9746972954,35518.4152916749,30230.2263021296,30939.7142462298,32406.7203150134,34520.085162403,33189.5657988542,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Jamaica,JAM,1897.68696278779,3384.69486090546,5111.471413428,5209.85193130013,4989.17139091154,4833.79031821405,4907.50371974316,4843.33847410864,5069.18383810726,5354.2368587703,5582.26377755211,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Japan,JPN,25359.34702031,38532.0408752935,48167.9972684965,48603.4766497749,40454.4474578903,38109.4121125573,34524.4698609337,38761.8181501925,38386.5111457057,39159.4235633952,40246.8801284164,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Jordan,JOR,1166.61027609729,1674.82526125655,3816.27925808967,3877.33934463778,3998.02747275799,4072.76547535039,4105.44896083238,4103.73359991068,4162.82068657256,4241.78878213854,4330.32934593257,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Kazakhstan,KAZ,1647.46323090376,1229.00095844501,11634.0019047654,12386.7000029472,13890.6317716835,12807.2606866152,10510.7718884148,7714.84184376024,9247.58133129626,9812.60140498928,9731.14520688729,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Kenya,KEN,361.328188915652,397.482658777519,971.63332904823,1136.87140571776,1210.38801408195,1315.80453537238,1336.88334885603,1410.52756809011,1572.33549593781,1707.98680529003,1816.5469164389,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Kiribati,KIR,549.855506598051,796.888174759841,1735.01835782836,1788.50542068887,1715.76533141614,1642.76259749601,1542.5752495838,1584.80744578963,1640.50010436018,1698.25628626739,1655.07883905984,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Rep.",KOR,6610.0365083067,12256.9935679503,25096.2638838239,25466.7605170594,27182.7343101935,29249.5752209742,28732.2310762599,29288.8704389833,31616.8434004683,33340.265151682,31761.9776923447,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Kosovo,XKX,..,1087.76240120887,3741.87505207304,3596.80465465781,3891.26636343866,4080.33071724595,3603.02550073134,3780.00368867233,4045.61420880757,4419.91432698449,4417.50993975428,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Kuwait,KWT,8794.63122894273,18440.3785212446,48631.691300679,51979.1051680637,49388.1374119381,44062.3170375209,29869.5293908248,27653.0667677649,29759.4364865575,33994.3819171507,32031.9801025988,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Kyrgyz Republic,KGZ,609.172891237019,279.619569260939,1123.8831680627,1177.97473487848,1282.43716202467,1279.76978265986,1121.08283510739,1120.66651300848,1242.76964282023,1308.14016549619,1309.39299165512,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Lao PDR,LAO,203.255969785383,325.186998225846,1378.36136494331,1581.39540349425,1825.66511330676,1998.33521471699,2134.71179567796,2308.80048220079,2423.8462031921,2542.4865281792,2534.89827724281,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Latvia,LVA,..,3351.23070568401,13832.3911780536,13850.6428153434,15041.1744584981,15740.3267490719,13698.9379476476,14153.4149226916,15586.58189392,17805.2803143817,17836.3648865958,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Lebanon,LBN,1012.64388071035,4491.63725889302,7674.83535037848,7950.69537825963,7931.08047584526,7686.25602996455,7644.54865718211,7629.89111711952,7801.17865807555,8024.80327081387,7784.31685692976,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Lesotho,LSO,350.06083916752,436.488351988266,1308.69006593273,1253.69620212555,1193.71325665948,1223.33303163915,1152.13982724874,1043.56979182005,1150.07917252047,1221.88376312516,1157.53516433147,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Liberia,LBR,..,306.832894733147,596.897081053795,657.936256349955,721.930055405248,721.182794835652,710.383857717515,714.623392230031,698.70176435511,677.322178545364,621.892953622715,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Libya,LBY,6514.32150398511,7142.77445181509,5554.1791642315,13025.2813934413,10363.7894894551,6466.91027014384,4337.91913919348,4035.1943155047,5756.69844996569,7877.12225061884,7683.75061122959,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Liechtenstein,LIE,49375.3252826544,74853.938729354,158156.599825792,149010.224898665,173058.317372602,178845.631017897,167290.939983907,165629.190482925,173356.051288416,..,..,..
